id,text,sender_header,threat_category,has_url,has_apk_reference,is_scam
sms-ham-0526,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0073,Your Swiggy order #8921 has been placed successfully for ₹150. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-scam-0036,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-971",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0152,"Customer Support: To resolve your pending UPI refund of ₹10, download our official QuickSupport tool https://tinyurl.com/quicksupport-v4.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-ham-0692,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹116309. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0396,"Hi Rohit, sharing the consulting invoice for ₹850. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0368,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹1500 on UPI disconnection.officer@sbi to avoid cut. Call officer at 9838957585.",VM-POWER,utility_disconnection,0,0,1
sms-ham-0403,"Dear Customer, ₹350 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹41440. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0081,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹113663. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0047,"Dear customer, your parcel #928141995 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-599 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0266,Recharge of ₹18500 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0114,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹2500 to coordinator UPI refund.desk@paytm.,HR-CAREER,job_scam,0,0,1
sms-ham-0585,Recharge of ₹1200 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0641,"Dear Customer, ₹350 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹19719. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-scam-0198,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-236",VK-SBIINB,bank_kyc,1,0,1
sms-ham-0095,"Dear SBI UPI User, payment of ₹1200 to flipkart@axis successful. UPI Ref: 492819583924. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0167,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹75984. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0774,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹87502. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0131,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0390,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹56993. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0429,"Hi Rohit, sharing the consulting invoice for ₹4500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0093,Recharge of ₹850 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0083,Recharge of ₹350 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0070,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹25 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0684,"Electricity bill for Consumer No 192839 generated. Amount: ₹18500, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0736,"Hey, sent you ₹150 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0538,"Dear SBI UPI User, payment of ₹150 to flipkart@axis successful. UPI Ref: 492819564587. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0399,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹119581. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0094,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-162,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0370,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0053,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0125,Your Swiggy order #8921 has been placed successfully for ₹18500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0150,"Electricity bill for Consumer No 192839 generated. Amount: ₹850, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0658,"Hi Rohit, sharing the consulting invoice for ₹850. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0034,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹100 to coordinator UPI refund.desk@paytm.,HR-CAREER,job_scam,0,0,1
sms-scam-0336,"Dear customer, your parcel #928130503 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-615 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-scam-0141,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25 on UPI abc123@upi to avoid cut. Call officer at 9824389631.",VM-POWER,utility_disconnection,0,0,1
sms-ham-0515,"Electricity bill for Consumer No 192839 generated. Amount: ₹4500, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0686,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-scam-0201,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25000 to coordinator UPI refund.desk@paytm.,HR-CAREER,job_scam,0,0,1
sms-ham-0691,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹107785. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0191,"Hi Rohit, sharing the consulting invoice for ₹18500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0369,"Hello sir, we noticed an accidental overcharge of ₹499 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-981 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-ham-0426,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0117,"Dear SBI UPI User, payment of ₹4500 to bescom@sbi successful. UPI Ref: 492819114355. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0406,Recharge of ₹4500 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0487,"Electricity bill for Consumer No 192839 generated. Amount: ₹350, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0313,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25 to manager UPI disconnection.officer@sbi now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0488,"Hi Rohit, sharing the consulting invoice for ₹4500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0318,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0204,"Dear customer, your parcel #928123081 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-388 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-scam-0101,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹50 to coordinator UPI disconnection.officer@sbi.,HR-CAREER,job_scam,0,0,1
sms-scam-0030,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-681,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0277,Recharge of ₹350 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0670,"Your Uber ride OTP is 249089. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-scam-0062,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹1500 to coordinator UPI refund.desk@paytm.,HR-CAREER,job_scam,0,0,1
sms-ham-0656,"Electricity bill for Consumer No 192839 generated. Amount: ₹4500, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0320,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25000 to manager UPI layer1_mule@icici now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0501,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0042,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹2500 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0242,Your Swiggy order #8921 has been placed successfully for ₹350. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-scam-0294,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI layer1_mule@icici to avoid cut. Call officer at 9864106023.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0052,"Dear customer, your parcel #928113957 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-195 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0716,"Dear SBI UPI User, payment of ₹850 to swiggy@icici successful. UPI Ref: 492819423161. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0121,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-875 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0300,Your Swiggy order #8921 has been placed successfully for ₹350. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0443,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0138,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-427 ya UPI layer1_mule@icici pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0638,"Dear SBI UPI User, payment of ₹4500 to bescom@sbi successful. UPI Ref: 492819110154. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0142,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹77510. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0153,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-410 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-scam-0077,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-679",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0022,"Dear customer, your parcel #928113447 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-635 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0712,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0212,"Electricity bill for Consumer No 192839 generated. Amount: ₹150, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-scam-0098,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI abc123@upi to avoid cut. Call officer at 9830904348.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0254,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹100 immediately to prevent legal FIR and fine. UPI: kbc.tax@ybl,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0094,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0222,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹146894. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-scam-0273,"Dear customer, your parcel #928111240 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-150 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-ham-0732,"Your Uber ride OTP is 871542. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-scam-0366,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-590,AD-HDFCBK,bank_kyc,1,0,1
sms-scam-0419,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-189 ya UPI customs.fine@okhdfc pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0687,"Dear SBI UPI User, payment of ₹1200 to zomato@hdfcbank successful. UPI Ref: 492819743887. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0147,"Electricity bill for Consumer No 192839 generated. Amount: ₹1200, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0383,"Dear SBI UPI User, payment of ₹4500 to flipkart@axis successful. UPI Ref: 492819530808. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-scam-0148,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25 on UPI layer1_mule@icici to avoid cut. Call officer at 9812158074.",VM-POWER,utility_disconnection,0,0,1
sms-ham-0653,Your Swiggy order #8921 has been placed successfully for ₹150. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0292,Your Swiggy order #8921 has been placed successfully for ₹4500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-scam-0300,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-497",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0205,"Dear customer, your parcel #928139789 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-828 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-scam-0130,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI refund.desk@paytm to avoid cut. Call officer at 9896994181.",VM-POWER,utility_disconnection,0,0,1
sms-ham-0306,Your Swiggy order #8921 has been placed successfully for ₹4500. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0602,Recharge of ₹4500 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-scam-0340,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹2500 to coordinator UPI mule_781@axis.,HR-CAREER,job_scam,0,0,1
sms-ham-0660,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹82023. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0296,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹35119. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0339,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹59145. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0068,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25000 to manager UPI disconnection.officer@sbi now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0741,"Electricity bill for Consumer No 192839 generated. Amount: ₹150, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0669,Your Swiggy order #8921 has been placed successfully for ₹350. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0635,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹39089. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0516,"Hi Rohit, sharing the consulting invoice for ₹1200. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0151,"Electricity bill for Consumer No 192839 generated. Amount: ₹18500, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0255,"Hey, sent you ₹4500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0241,"Hi Rohit, sharing the consulting invoice for ₹1200. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0232,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-scam-0183,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹10 to coordinator UPI mule_781@axis.,HR-CAREER,job_scam,0,0,1
sms-ham-0710,"Hi Rohit, sharing the consulting invoice for ₹350. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0260,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-116 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,VK-DHBVN,utility_disconnection,1,0,1
sms-ham-0578,Recharge of ₹850 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0254,"Dear Customer, ₹850 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹61119. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-scam-0051,"Dear customer, your parcel #928188654 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-925 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-scam-0230,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI abc123@upi to avoid cut. Call officer at 9845590392.",VM-POWER,utility_disconnection,0,0,1
sms-scam-0400,"Customer Support: To resolve your pending UPI refund of ₹10, download our official QuickSupport tool https://tinyurl.com/quicksupport-v7.apk and share code. TeamViewer/AnyDesk.",CP-REFUND,apk_screen_share,1,1,1
sms-scam-0108,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-261,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0123,Your Swiggy order #8921 has been placed successfully for ₹150. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-scam-0240,"Hello sir, we noticed an accidental overcharge of ₹1500 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-149 to claim back to your account.",NO-REFUND,subtle_refund_scam,1,0,1
sms-scam-0328,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹499 to manager UPI layer1_mule@icici now.",AD-KBCWIN,lottery_kbc,0,0,1
sms-ham-0097,"Hi Rohit, sharing the consulting invoice for ₹350. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-scam-0383,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-635",VK-SBIINB,bank_kyc,1,0,1
sms-ham-0615,"Hi Rohit, sharing the consulting invoice for ₹150. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0746,"Dear SBI UPI User, payment of ₹4500 to swiggy@icici successful. UPI Ref: 492819462131. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0445,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0484,"Hi Rohit, sharing the consulting invoice for ₹150. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0605,"Hi Rohit, sharing the consulting invoice for ₹18500. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0202,"Hi Rohit, sharing the consulting invoice for ₹850. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0361,"Hey, sent you ₹350 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0386,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-779,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0453,"Hi Rohit, sharing the consulting invoice for ₹1200. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0293,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹16785. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0375,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25000 to coordinator UPI kbc.tax@ybl.,HR-CAREER,job_scam,0,0,1
sms-ham-0310,"Your Uber ride OTP is 931871. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0434,Your Swiggy order #8921 has been placed successfully for ₹1200. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0739,"Dear SBI UPI User, payment of ₹350 to flipkart@axis successful. UPI Ref: 492819900183. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0588,Recharge of ₹1200 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,AD-JIOPAY,telecom_recharge,0,0,0
sms-ham-0565,"Hey, sent you ₹18500 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-scam-0150,"Dear customer, your parcel #928154446 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-485 and confirm with ₹10 test transfer.",IN-POST,courier_customs,1,0,1
sms-scam-0268,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹1500 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,AD-BESCOM,utility_disconnection,0,0,1
sms-ham-0080,"Electricity bill for Consumer No 192839 generated. Amount: ₹850, Due Date: 15-Sep. Pay via official portal or BESCOM app.",VM-BESCOM,utility_official,0,0,0
sms-ham-0711,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-scam-0302,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25000 to coordinator UPI layer1_mule@icici.,HR-CAREER,job_scam,0,0,1
sms-ham-0469,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹79914. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0721,"Hi Rohit, sharing the consulting invoice for ₹850. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0366,"Dear Customer, ₹18500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹47003. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0364,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹101370. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0646,Your Swiggy order #8921 has been placed successfully for ₹850. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0493,"Dear SBI UPI User, payment of ₹18500 to bescom@sbi successful. UPI Ref: 492819631566. - SBI",VK-SBIUPI,bank_alert,0,0,0
sms-ham-0577,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹139118. - Axis Bank",AD-AXISBK,bank_alert,0,0,0
sms-ham-0192,Your Swiggy order #8921 has been placed successfully for ₹850. Delivery partner will arrive in 25 mins.,AX-SWIGGY,merchant_promo,0,0,0
sms-ham-0042,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,AD-ZOMATO,merchant_promo,0,0,0
sms-ham-0228,"Hey, sent you ₹1200 for yesterday's dinner. Please check your GPay. Let me know once received.",PERSONAL,organic_p2p,0,0,0
sms-ham-0717,"Hi Rohit, sharing the consulting invoice for ₹1200. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
sms-ham-0581,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹97142. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-scam-0266,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-746",VK-SBIINB,bank_kyc,1,0,1
sms-scam-0229,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-200,AD-HDFCBK,bank_kyc,1,0,1
sms-ham-0186,"Dear Customer, ₹850 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹115817. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0616,"Dear Customer, ₹850 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹102308. - HDFC Bank",AD-HDFCBK,bank_alert,0,0,0
sms-ham-0034,"Your Uber ride OTP is 175458. Do not share this OTP with anyone, including the driver.",VK-UBERIN,otp_service,0,0,0
sms-ham-0006,"Hi Rohit, sharing the consulting invoice for ₹350. Please process transfer by end of this week.",PERSONAL,organic_p2p,0,0,0
