id,text,threat_category,legitimate,payment_request,urgency,payment_pressure,authority_impersonation,phishing,social_engineering,fraud
ml-ctx-0144,"Dear customer, your parcel #928130167 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-564 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0145,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-579 ya UPI customs.fine@okhdfc pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0146,"Hello sir, we noticed an accidental overcharge of ₹25 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-779 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0147,"Your Uber ride OTP is 533403. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0148,"Your Uber ride OTP is 622127. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0149,"Dear customer, your parcel #928139406 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-291 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0150,"Your Uber ride OTP is 933709. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0151,"Hi Rohit, sharing the consulting invoice for ₹350. Please process transfer by end of this week.",organic_p2p,1,1,0,0,0,0,0,0
ml-ctx-0152,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹1500 to coordinator UPI disconnection.officer@sbi.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0153,"Hello sir, we noticed an accidental overcharge of ₹10 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-721 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0154,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹52440. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0155,"Dear customer, your parcel #928140348 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-767 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0156,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹499 on UPI refund.desk@paytm to avoid cut. Call officer at 9854456350.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0157,"Dear SBI UPI User, payment of ₹850 to amazon@apl successful. UPI Ref: 492819472381. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0158,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25 to coordinator UPI disconnection.officer@sbi.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0159,"Dear Customer, ₹350 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹75963. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0160,"Dear customer, your parcel #928182491 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-571 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0161,"Dear customer, your parcel #928184184 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-636 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0162,"Your Uber ride OTP is 318271. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0163,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹135057. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0164,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-832",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0165,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI kbc.tax@ybl to avoid cut. Call officer at 9813225980.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0166,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹73093. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0167,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹50 immediately to prevent legal FIR and fine. UPI: mule_781@axis,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0168,"Dear Customer, ₹18500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹62421. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0169,"Dear SBI UPI User, payment of ₹1200 to swiggy@icici successful. UPI Ref: 492819711314. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0170,"Dear customer, your parcel #928149248 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-618 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0171,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-259",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0172,"Dear SBI UPI User, payment of ₹1200 to amazon@apl successful. UPI Ref: 492819575558. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0173,"Your Uber ride OTP is 541603. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0174,"Dear customer, your parcel #928193559 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-423 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0175,"Hello sir, we noticed an accidental overcharge of ₹499 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-818 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0176,"Your Uber ride OTP is 204122. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0177,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI layer1_mule@icici to avoid cut. Call officer at 9889080339.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0178,"Dear SBI UPI User, payment of ₹350 to zomato@hdfcbank successful. UPI Ref: 492819130742. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0179,"Your Uber ride OTP is 131051. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0180,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-401",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0181,"Hello sir, we noticed an accidental overcharge of ₹10 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-264 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0182,"Dear SBI UPI User, payment of ₹350 to flipkart@axis successful. UPI Ref: 492819385061. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0183,"Your Uber ride OTP is 152822. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0184,"Electricity bill for Consumer No 192839 generated. Amount: ₹350, Due Date: 15-Sep. Pay via official portal or BESCOM app.",utility_official,1,1,0,0,1,0,0,0
ml-ctx-0185,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹50 to coordinator UPI customs.fine@okhdfc.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0186,"Dear SBI UPI User, payment of ₹850 to amazon@apl successful. UPI Ref: 492819338723. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0187,Your Swiggy order #8921 has been placed successfully for ₹18500. Delivery partner will arrive in 25 mins.,merchant_promo,1,1,0,0,0,0,0,0
ml-ctx-0188,"Dear Customer, ₹150 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹146597. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0189,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-971",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0190,"Customer Support: To resolve your pending UPI refund of ₹10, download our official QuickSupport tool https://tinyurl.com/quicksupport-v4.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0191,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹116309. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0192,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹1500 on UPI disconnection.officer@sbi to avoid cut. Call officer at 9838957585.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0193,"Dear Customer, ₹350 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹41440. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0194,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹113663. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0195,"Dear customer, your parcel #928141995 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-599 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0196,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹2500 to coordinator UPI refund.desk@paytm.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0197,"Dear Customer, ₹350 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹19719. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0198,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-236",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0199,"Dear SBI UPI User, payment of ₹1200 to flipkart@axis successful. UPI Ref: 492819583924. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0200,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹75984. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0201,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹87502. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0202,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹56993. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0203,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹25 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0204,"Dear SBI UPI User, payment of ₹150 to flipkart@axis successful. UPI Ref: 492819564587. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0205,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹119581. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0206,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-162,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0207,"Dear customer, your parcel #928130503 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-615 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0208,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25 on UPI abc123@upi to avoid cut. Call officer at 9824389631.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0209,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25000 to coordinator UPI refund.desk@paytm.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0210,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹107785. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0211,"Hello sir, we noticed an accidental overcharge of ₹499 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-981 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0212,"Dear SBI UPI User, payment of ₹4500 to bescom@sbi successful. UPI Ref: 492819114355. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0213,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25 to manager UPI disconnection.officer@sbi now.",lottery_kbc,0,1,1,1,1,0,1,1
ml-ctx-0214,"Dear customer, your parcel #928123081 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-388 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0215,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹50 to coordinator UPI disconnection.officer@sbi.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0216,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-681,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0217,"Your Uber ride OTP is 249089. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0218,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹1500 to coordinator UPI refund.desk@paytm.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0219,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹2500 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0220,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI layer1_mule@icici to avoid cut. Call officer at 9864106023.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0221,"Dear customer, your parcel #928113957 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-195 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0222,"Dear SBI UPI User, payment of ₹850 to swiggy@icici successful. UPI Ref: 492819423161. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0223,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-875 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0224,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-427 ya UPI layer1_mule@icici pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0225,"Dear SBI UPI User, payment of ₹4500 to bescom@sbi successful. UPI Ref: 492819110154. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0226,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹77510. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0227,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-410 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0228,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-679",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0229,"Dear customer, your parcel #928113447 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-635 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0230,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI abc123@upi to avoid cut. Call officer at 9830904348.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0231,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹100 immediately to prevent legal FIR and fine. UPI: kbc.tax@ybl,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0232,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹146894. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0233,"Dear customer, your parcel #928111240 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-150 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0234,"Your Uber ride OTP is 871542. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0235,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-590,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0236,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-189 ya UPI customs.fine@okhdfc pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0237,"Dear SBI UPI User, payment of ₹1200 to zomato@hdfcbank successful. UPI Ref: 492819743887. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0238,"Dear SBI UPI User, payment of ₹4500 to flipkart@axis successful. UPI Ref: 492819530808. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0239,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25 on UPI layer1_mule@icici to avoid cut. Call officer at 9812158074.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0240,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-497",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0241,"Dear customer, your parcel #928139789 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-828 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0242,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI refund.desk@paytm to avoid cut. Call officer at 9896994181.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0243,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹2500 to coordinator UPI mule_781@axis.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0244,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹82023. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0245,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹35119. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0246,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹59145. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0247,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹25000 to manager UPI disconnection.officer@sbi now.",lottery_kbc,0,1,1,1,1,0,1,1
ml-ctx-0248,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹39089. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0249,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹10 to coordinator UPI mule_781@axis.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0250,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-116 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0251,"Dear Customer, ₹850 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹61119. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0252,"Dear customer, your parcel #928188654 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-925 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0253,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI abc123@upi to avoid cut. Call officer at 9845590392.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0254,"Customer Support: To resolve your pending UPI refund of ₹10, download our official QuickSupport tool https://tinyurl.com/quicksupport-v7.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0255,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-261,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0256,"Hello sir, we noticed an accidental overcharge of ₹1500 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-149 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0257,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹499 to manager UPI layer1_mule@icici now.",lottery_kbc,0,1,1,0,1,0,1,1
ml-ctx-0258,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-635",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0259,"Hi Rohit, sharing the consulting invoice for ₹150. Please process transfer by end of this week.",organic_p2p,1,1,0,0,0,0,0,0
ml-ctx-0260,"Dear SBI UPI User, payment of ₹4500 to swiggy@icici successful. UPI Ref: 492819462131. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0261,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-779,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0262,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹16785. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0263,"Your Uber ride OTP is 931871. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0264,"Dear SBI UPI User, payment of ₹350 to flipkart@axis successful. UPI Ref: 492819900183. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0265,"Dear customer, your parcel #928154446 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-485 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0266,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹1500 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0267,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹25000 to coordinator UPI layer1_mule@icici.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0268,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹79914. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0269,"Dear Customer, ₹18500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹47003. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0270,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹101370. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0271,"Dear SBI UPI User, payment of ₹18500 to bescom@sbi successful. UPI Ref: 492819631566. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0272,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹139118. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0273,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹97142. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0274,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-746",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0275,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-200,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0276,"Dear Customer, ₹850 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹115817. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0277,"Dear Customer, ₹850 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹102308. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0278,"Your Uber ride OTP is 175458. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0279,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹18200. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0280,"Your Uber ride OTP is 465294. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0281,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-792,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0282,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹70546. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0283,"Dear Customer, ₹150 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹34829. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0284,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹10 to coordinator UPI disconnection.officer@sbi.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0285,"Your Uber ride OTP is 560954. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0286,"Hello sir, we noticed an accidental overcharge of ₹25 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-473 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0287,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹78791. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
